song_id	song_name	artist_id	artist_name	popularity	explicit	song_type	track_number	num_artists	num_available_markets	release_date	duration_ms	key	mode	time_signature	acousticness	danceability	energy	instrumentalness	liveness	loudness	speechiness	valence	tempo
1k0QMCm5kF3CBjCQ37vDLl	9.13	['6LuN9FCkKOj5PcnpouEgny']	['Khalid']	39	False	Solo	1	1	71	2018-10-18	55720	2	1	3	0.975	0.289	0.451	0.942	0.222	-15.013	0.0538	0.59	131.72
44E1bXUK4i9gzQozj1zHdD	Ouh Hey	['0JxUh8qDlG3xflSV9Of500', '2s7fZ34RK8RUJQ2ewsh6I5']	['100 Blaze', 'RK']	41	True	Collaboration	14	2	79	2019-06-28	207093	10	1	4	0.234	0.865	0.545	0.0	0.114	-9.132	0.175	0.166	127.928
7HhTdEIH7PzTqgKXzze8QZ	Hiroshima	['7rz6ZZErn5YFDteXKhyf3g']	['Disiz La Peste']	34	True	Solo	1	1	79	2018-08-24	208480	1	0	4	0.0658	0.663	0.631	0.0	0.217	-9.175	0.0851	0.561	145.004
6bt3RVUYyuU99E28AqEQ3P	Was wollen die	['4WZGDpNwrC0vNQyl9QzF7d']	['Capital Bra']	6	True	Solo	5	1	0	2018-06-22	194747	4	1	4	0.753	0.809	0.849	0.0	0.159	-5.735	0.499	0.721	158.005
3zDNvfOirISKzV3I6tSRN1	K.O.	['6tzRZ39aZlNqlUzQlkuhDV']	['Pabllo Vittar']	0	False	Solo	2	1	0	2017-01-12	155654	11	0	4	0.505	0.689	0.713	0.0	0.0846	-4.34	0.0398	0.922	155.04
0K4Wg6Pwx0cOuJkN8xvuto	MAGIC	['1AyWsgtaIgXbzjJlTx2ZDp']	['AAA']	47	False	Solo	9	1	78	2017-02-22	228847	3	1	4	0.271	0.711	0.961	0.0	0.126	-3.464	0.0782	0.87	129.954
2K2yh8b6EAP595unnz6Vel	3% (feat. ENO)	['0o0PoOOyXcmqcyVz8aSdYu', '3GBBxBdoolb0B5YizZq9bF']	['Moe Phoenix', 'Eno']	46	True	Collaboration	1	2	79	2019-05-24	173743	9	0	4	0.0624	0.757	0.715	0.0	0.0965	-5.037	0.175	0.63	179.967
4BQMlG5VKApk9AdIsjxDqx	A Nossa Praia - Ao Vivo	['2Z0lRIqr997lIUiPtrpKCr']	['Matheus & Kauan']	0	False	Solo	1	1	0	2017-03-10	201656	9	1	4	0.387	0.479	0.765	0.0	0.751	-5.145	0.121	0.411	121.75
0eio2xxlLcgMCSMPgJseeI	R.Y.U.S.E.I.	['1r0lz3aAi4jYLSZwOh9F4L']	['J Soul Brothers III from EXILE TRIBE']	6	False	Solo	27	1	1	2017-04-18	325680	5	0	4	0.0103	0.585	0.938	1.61e-05	0.286	-3.318	0.0559	0.541	128.007
75j5Ue04YUwJ1ADxux8iXo	C’est moi	['1q7T9rFQ2a2ukA1PU51fo3']	['Koba LaD']	46	True	Solo	5	1	79	2019-04-19	179600	5	1	4	0.152	0.824	0.716	0.0	0.135	-4.909	0.136	0.506	130.035
53d4RTpmxCxYTyAULNZ7IB	Madame	['2EFpb61Lpi0l5ldOiqbZkK']	['Landy']	41	True	Solo	11	1	79	2019-03-08	186613	0	1	4	0.124	0.76	0.667	0.0	0.304	-6.884	0.116	0.423	160.053
2y3rs8IJvHngaj6Gi8dR2Z	Je me dis que toi aussi	['6px2zTzjQAPLkuea5qQ2Gx']	['Boulevard des Airs']	56	False	Solo	1	1	79	2018-08-31	188106	5	1	4	0.274	0.742	0.633	0.0	0.105	-7.485	0.0842	0.512	120.026
3p6hnejEQYXkiTO1lAzVc0	Euphoria	['3Nrfpe0tUJi4K4DXYWgMUX']	['BTS']	77	False	Solo	1	1	79	2018-08-24	228615	2	1	4	0.394	0.637	0.799	0.0	0.0921	-4.519	0.0338	0.562	104.995
6Ep6BzIOB9tz3P4sWqiiAB	Radioactive	['53XhwfbYqKCa1cC15pYq2q']	['Imagine Dragons']	15	False	Solo	1	1	0	2012-09-04	186813	9	1	4	0.119	0.473	0.777	7.87e-05	0.671	-3.698	0.059	0.21	136.249
2czVL8mpPBuawijIYf3vQ8	Champions League	['31lnFZEM6ysvjOx59VyxRE']	['Krept & Konan']	0	True	Solo	1	1	0	2017-10-20	272280	9	1	4	0.211	0.768	0.563	0.0	0.356	-7.439	0.403	0.461	89.916
5wfyoR8XOkw45QRtFOoxyi	Professor X	['6Ip8FS7vWT1uKkJSweANQK']	['Dave']	71	True	Solo	1	1	79	2019-09-13	217704	2	1	4	0.11	0.891	0.675	0.0	0.275	-6.892	0.152	0.562	127.012
4x1I379N1wSkCb8xjerNv5	Bye Bye	['4sg4no0TXdsrM1s4SVUwNF']	['Juju']	58	False	Solo	10	1	79	2019-06-14	167200	10	0	4	0.35	0.765	0.749	4e-06	0.0914	-6.623	0.06	0.84	149.993
1NDxZ7cFAo481dtYWdrUnR	Pretty Girl - Cheat Codes X CADE Remix	['0uGk2czvcpWQA383Im6ajf', '7DMveApC7UnC2NPfPvlHSU', '0CEK8AzyeD5ZUdUloB6yQV']	['Maggie Lindemann', 'Cheat Codes', 'CADE']	79	True	Collaboration	1	3	69	2017-03-02	193613	7	0	4	0.15	0.703	0.868	0.132	0.104	-4.661	0.0291	0.733	121.03
0Fpen1PTuEnCmOJtUU9Iud	New Patek	['4O15NlyKLIASxsJ0PrXPfz']	['Lil Uzi Vert']	72	True	Solo	1	1	79	2018-09-18	343099	8	0	4	0.0367	0.85	0.785	0.0	0.155	-4.963	0.345	0.718	145.063
29MUMRgt5eJa5YdZj4s7vT	Unterwegs (feat. Capital Bra)	['13bDjug9N0pyv3ZUINjkDV', '4WZGDpNwrC0vNQyl9QzF7d']	['Bausa', 'Capital Bra']	35	True	Collaboration	2	2	79	2018-02-09	188026	2	1	4	0.0726	0.692	0.678	0.0	0.109	-4.364	0.136	0.145	114.994
1xjIDl9Eh5lBMjIRqMnAZL	42	['3gd8FJtBJtkRxdfbTu19U2']	['Mumford & Sons']	53	False	Solo	1	1	2	2018-11-16	240938	5	1	4	0.227	0.331	0.523	0.00114	0.144	-8.321	0.0375	0.305	87.782
6fowps7eXfuZUjSfrp2AlQ	Twerk dans l'binks	['7CUFPNi1TU8RowpnFRSsZV']	['Niska']	0	True	Solo	11	1	0	2017-09-22	183000	1	0	4	0.113	0.805	0.662	0.0	0.193	-5.235	0.104	0.319	139.913
3t8pnImpBpOwxdtYBpKvA9	The Motion	['3TVXtAsR1Inumwj472S9r4']	['Drake']	53	True	Solo	16	1	77	2013-01-01	241000	11	0	4	0.29	0.676	0.717	0.000368	0.0974	-8.219	0.0874	0.558	157.628
7ai1PJVtdJfMl2tlXnubzH	Fertigessen	['78TTCmh2koperK5NBn7DgR', '36caCzfSrrL7a8Mvd1SuRr', '32AAxPlW6sOK0nopTJM7sv', '08rciXpQrixSOu9GA0jSd7']	['102 Boyz', 'Chapo102', 'Stacks102', 'Addikt102']	56	True	Collaboration	9	4	79	2019-10-31	204480	6	0	4	0.0464	0.752	0.631	0.00424	0.126	-7.868	0.284	0.507	145.004
1mqlc0vEP9mU1kZgTi6LIQ	September	['4QQgXkCYTt3BlENzhyNETg']	['Earth, Wind & Fire']	16	False	Solo	13	1	0	2013-09-10	216520	9	1	4	0.183	0.693	0.911	0.000107	0.3	-3.691	0.0305	0.982	125.895
6igOR5QCn09zAVF2ikZjsV	Surf (feat. Gunna)	['50co4Is1HCEo8bhOyUWKpn', '2hlmm7s2ICUX0LVIhVFlZQ']	['Young Thug', 'Gunna']	65	True	Collaboration	6	2	79	2019-08-16	184093	0	1	4	0.101	0.93	0.561	0.0	0.0992	-8.053	0.25	0.596	140.987
4fGYZV5by1vgJKACIoccr8	Olivio	['5mmEMfYChd6MImBagU7zCs']	['Bigflo & Oli']	0	True	Solo	8	1	0	2017-06-23	305800	7	0	4	0.812	0.687	0.646	0.0	0.101	-6.373	0.516	0.187	91.065
4ZyRJLzQcsaVSaOYpqydfM	Tête brûlée	['6ytOHdKh4xt4YvF7tz8Zcv']	['Kalash Criminel']	40	True	Solo	15	1	79	2018-11-23	251440	1	1	4	0.618	0.842	0.837	0.0	0.0745	-4.511	0.177	0.59	129.999
7xWARMo4vxM9jGTkWtCH4f	Renato	['2EFpb61Lpi0l5ldOiqbZkK']	['Landy']	37	True	Solo	8	1	79	2019-03-08	237786	1	1	4	0.0204	0.844	0.615	6.46e-06	0.122	-7.923	0.434	0.383	148.019
56f5qnyAlZdlz8wrUDA50h	Desconocidos	['2wkoKEfS6dXwThbyTnZWFU', '0tmwSHipWxN12fsoLcFU3B', '28gNT5KBp7IjEOQoevXf9N']	['Mau y Ricky', 'Manuel Turizo', 'Camilo']	77	True	Collaboration	12	3	79	2019-05-03	204563	7	1	4	0.118	0.719	0.753	4.21e-06	0.212	-4.891	0.179	0.675	174.107
0XPsOSYzDJZJArevQNm2AR	Speechless (Full)	['2Zi3RrdQqk63Xj0914STkS']	['Naomi Scott']	76	False	Solo	12	1	79	2019-05-22	208800	6	0	4	0.467	0.474	0.489	0.0	0.119	-7.625	0.0342	0.23	124.844
3u0e8pyoVc7l2u3T5thohY	空の青さを知る人よ	['5kVZa4lFUmAQlBogl1fkd6']	['Aimyon']	63	False	Solo	1	1	1	2019-09-13	304933	7	1	4	0.18	0.574	0.714	0.0	0.31	-1.969	0.0329	0.633	107.985
6sDCgB1Ulh7aw92mk0opyd	But A Dream	['02kJSzxNuaWGqwubyUba0Z']	['G-Eazy']	58	True	Solo	4	1	79	2017-12-15	206426	8	1	4	0.162	0.583	0.685	0.0	0.0858	-6.978	0.425	0.44	155.947
32107DdzIGbVs9Pi54MuRS	Hope Not	['41MozSoPIsD1dJM0CLPjZF']	['BLACKPINK']	41	False	Solo	4	1	2	2019-04-04	191030	4	0	4	0.444	0.561	0.422	0.0	0.0867	-4.998	0.0267	0.182	110.037
2dvwhzSlsiTkk1CNEoHKBA	En vain	['5AAzeysphag0NxJxLbbVla', '1eTRyiHsWMoWKPD6s4Kiqt']	['Columbine', 'Lujipeka']	38	True	Collaboration	14	2	79	2018-09-28	266373	10	0	4	0.26	0.735	0.676	0.0	0.149	-7.071	0.212	0.55	159.941
0935whoU2oTfWNaYdZ0rd4	Psych Out!	['4Xi6LSfFqv26XgP9NKN26U']	['AJ Tracey']	51	True	Solo	1	1	79	2019-01-17	175520	9	1	4	0.706	0.733	0.555	0.0	0.0961	-9.829	0.249	0.35	77.584
2kUUdZfzvyhbPTzQu6XBe0	Medida Certa	['1cGv87hgCFMw4H4pG65t7K']	['Jadson Vianna']	0	False	Solo	4	1	0	2017-10-09	191480	2	1	4	0.591	0.619	0.88	0.0	0.0915	-3.633	0.098	0.831	176.07
3TfKkdaIhNyaGiEHJFBtNr	Pics wie ein Fan	['5p7mWeX4RlvqBCxylfiXdE', '3drqpTL4sQOckmAfF9i1wg']	['KC Rebell', 'Summer Cem']	38	True	Collaboration	6	2	79	2017-06-16	183588	6	0	4	0.382	0.806	0.743	0.0	0.0947	-4.426	0.263	0.488	120.048
0VN67HBzRT22ZGvOCi3dQ7	Possédé	['5hREZP0zTQbTLkZ2M8RS4v']	['Djadja & Dinaz']	0	True	Solo	1	1	0	2019-03-08	269659	4	0	4	0.193	0.73	0.587	0.0	0.0844	-6.972	0.0562	0.791	134.958
3Z1yd93CAlSp9eZgzwyyW7	So jung	['0t9IVyFGzH79wIFfhEXddQ']	['Kianush']	54	True	Solo	1	1	79	2019-04-19	193853	2	1	4	0.32	0.688	0.742	0.0	0.0447	-4.417	0.292	0.704	104.507
6DNtNfH8hXkqOX1sjqmI7p	Cold Water (feat. Justin Bieber & MØ)	['738wLrAtLtCtFOLvQBXOXp', '1uNFoZAHBGtllmzznpCI3s', '0bdfiayQAKewqEvaU6rXCv']	['Major Lazer', 'Justin Bieber', 'MØ']	17	False	Collaboration	1	3	0	2016-07-22	185351	6	0	4	0.0736	0.608	0.798	0.0	0.156	-5.092	0.0432	0.501	92.943
2JVbZEpewmqNlSzmXJTx2E	Favela	['0NGAZxHanS9e0iNHpR8f2W', '7hssUdpvtY5oiARaUDgFZ3']	['Alok', 'Ina Wroldsen']	66	False	Collaboration	1	2	1	2018-08-17	185104	2	0	4	0.0125	0.777	0.812	0.00233	0.0264	-3.206	0.0598	0.283	103.023
3AOVbKm3vZl17WfEhILSw6	Nicht für die anderen	['1aS5tqEs9ci5P9KD9tZWa6', '0Dvx6p8JDyzeOPGmaCIH1L', '0b62itBWBdLgiecXjXCqKC']	['Bonez MC', 'RAF Camora', 'Maxwell']	46	True	Collaboration	5	3	79	2018-10-04	211561	0	0	3	0.281	0.623	0.908	0.0166	0.119	-6.757	0.0669	0.641	177.203
0OyjinjxQAJM1UV3WgqRYe	StaRt	['4QvgGvpgzgyUOo8Yp8LDm9']	['Mrs. GREEN APPLE']	57	False	Solo	1	1	77	2017-07-18	213426	11	1	4	0.0203	0.426	0.957	2.51e-06	0.089	-1.444	0.0823	0.702	189.987
6DUdDIRgLqCGq1DwkNWQTN	Borro Cassette	['1r4hJ1h58CWwUQe3MxPuau']	['Maluma']	72	False	Solo	1	1	79	2015-10-30	207306	5	0	4	0.132	0.73	0.701	0.0	0.151	-5.885	0.106	0.785	175.95
1P3cdB5wydoRlTFRz0bNLO	Take what you want (featuring 5 Seconds of Summer)	['7k73EtZwoPs516ZxE72KsO', '5Rl15oVamLq7FbSb0NNBNy']	['ONE OK ROCK', '5 Seconds of Summer']	52	False	Collaboration	14	2	1	2017-01-11	244150	5	1	4	0.0161	0.507	0.865	0.0	0.262	-4.024	0.0864	0.459	118.016
6r2tV58enH9E8hj2oqoJNK	Fade	['4GNC7GD6oZMSxPGyXy4MNB']	['Lewis Capaldi']	65	True	Solo	11	1	79	2019-05-17	246053	7	1	4	0.328	0.41	0.487	0.0	0.0953	-7.663	0.0449	0.126	138.46
3JoEaIrTs5Cp8meDkeYzjM	Hoje é Dia de Maldade	['1B0Rp4SWGnFgGCPU5Pju6E']	['Nego do Borel']	32	False	Solo	1	1	79	2016-09-23	156986	7	1	4	0.109	0.859	0.8	0.0	0.0915	-3.005	0.217	0.773	132.99
4GCIYE1x1TWJCChPkpy9by	Onizuka	['3NH8t45zOTqzlZgBvZRjvB']	['PNL']	64	False	Solo	15	1	79	2016-09-16	252373	10	0	4	0.392	0.688	0.569	0.000175	0.12	-7.007	0.0375	0.359	109.041
3Jo2cNQKU6Je7LVClYyJH9	Top Down On Da NAWF	['6oMuImdp5ZcFhWP0ESe6mG']	['Migos']	51	True	Solo	23	1	79	2018-01-26	295487	5	1	4	0.00321	0.813	0.439	0.0101	0.106	-7.427	0.071	0.165	151.017
6mVjlizvk7mq58DJl7pQ2j	The Beautiful & Damned	['02kJSzxNuaWGqwubyUba0Z', '1yFie7615gesdLbvVVpYU5']	['G-Eazy', 'Zoe Nash']	1	True	Collaboration	1	2	0	2017-11-14	188637	8	0	4	0.173	0.656	0.804	0.0	0.763	-5.191	0.363	0.314	125.882
7H6ExpY3qhU7k022nUH66Z	新宝島	['0hCWVMGGQnRVfDgmhwLIxq']	['Sakanaction']	45	False	Solo	1	1	79	2015-09-30	306120	7	0	4	0.00239	0.511	0.913	0.0298	0.171	-3.948	0.103	0.476	157.998
1VJwtWR6z7SpZRwipI12be	Candy	['5cj0lLjcoR7YOSnhnX0Po5']	['Doja Cat']	82	True	Solo	8	1	75	2018-03-30	190920	8	1	4	0.513	0.689	0.516	0.0	0.163	-5.857	0.0444	0.209	124.876
65CTrkKjcQcZmyv0373syo	Largado As Traças - Acústico	['487N2T9nIPEHrlTZLL3SQs']	['Zé Neto & Cristiano']	0	False	Solo	1	1	0	2018-02-02	217846	3	0	4	0.587	0.799	0.743	0.0	0.287	-6.062	0.041	0.669	121.99
4rpGCUItuki220uz77N00s	Bad & Boujie	['4fUHIq4b5WARbnYXe2UH2x', '5vfmmb3UHpuQWJ55JP9slk', '0ymTsFDelrwNrlxUnvU7bu', '4I53vdZJP1OzinYf615C62']	['AJ', 'Geko', 'Ard Adz', 'Koomz']	48	True	Collaboration	1	4	79	2019-07-26	188737	2	0	4	0.283	0.59	0.702	0.0	0.103	-3.447	0.361	0.574	103.007
3tv697PZNnaQN0Mn2zGhS5	A Gente Fez Amor - Ao Vivo	['7MiDcPa6UiV3In7lIM71IN']	['Gusttavo Lima']	86	False	Solo	2	1	79	2019-12-05	237516	8	0	4	0.366	0.793	0.937	4.27e-06	0.962	-2.44	0.0336	0.827	134.012
7vGuf3Y35N4wmASOKLUVVU	Silence	['64KEffDW9EtZ1y2vBYgq8T', '6LuN9FCkKOj5PcnpouEgny']	['Marshmello', 'Khalid']	80	False	Collaboration	1	2	79	2017-08-11	180822	4	1	4	0.256	0.52	0.761	4.96e-06	0.17	-3.093	0.0853	0.286	141.971
4mHgYpuGHu99Mw69E83CP2	Taking A Walk	['6Xgp2XMz1fhVYe7i6yNAax']	['Trippie Redd']	80	True	Solo	2	1	79	2018-08-10	121680	0	0	4	0.68	0.767	0.538	0.0	0.192	-6.044	0.052	0.343	81.031
60rndNMhEUgIR3G1uhlDwg	La wewer	['7CUFPNi1TU8RowpnFRSsZV']	['Niska']	0	True	Solo	3	1	0	2017-09-22	177973	5	1	4	0.213	0.788	0.723	0.0	0.0629	-5.152	0.216	0.483	141.89
7DHApOHsIFo7EyfieArYGE	Walk Me Home	['1KCSPY1glIKqW2TotWuXOR']	['P!nk']	73	False	Solo	1	1	78	2019-02-20	177390	1	1	3	0.0519	0.652	0.453	0.0	0.179	-6.119	0.0445	0.432	88.038
65TggCitjPK0sUXtwgOkN9	Screwface Capital	['6Ip8FS7vWT1uKkJSweANQK']	['Dave']	65	True	Solo	7	1	79	2019-03-08	253093	0	1	4	0.523	0.914	0.56	3.69e-05	0.198	-7.56	0.0486	0.427	112.015
6UTmrvq4nRmx1iQ6iMd1FD	Almost (Sweet Music)	['2FXC3k01G6Gw61bmprjgqS']	['Hozier']	0	False	Solo	2	1	0	2019-01-28	217480	7	1	4	0.0215	0.523	0.687	2.86e-06	0.203	-5.601	0.105	0.711	90.036
1OqDvYVDhJyFZny7XlfIyZ	Let Go	['3Nrfpe0tUJi4K4DXYWgMUX']	['BTS']	70	False	Solo	11	1	79	2018-04-03	299706	4	1	4	0.17	0.558	0.863	0.0	0.289	-3.53	0.178	0.388	173.908
04c8aMc6QRRdNJg06qmJ0z	Ratata	['3IW7ScrzXmPvZhB27hmfgy', '6zEaCvF0CqEHs7kFyBkLHi']	['Jul', 'Mula B']	0	True	Collaboration	20	2	0	2019-06-14	215893	2	0	4	0.374	0.928	0.767	5.43e-05	0.136	-5.663	0.272	0.877	123.023
0uSGTaHms9ceAxb7L6VLrU	All To Myself	['7z5WFjZAIYejWy0NI5lv4T']	['Dan + Shay']	68	False	Solo	1	1	79	2018-05-03	169612	1	1	4	0.23	0.651	0.782	0.0	0.139	-4.622	0.0303	0.619	94.94
16QQ2KYWufcWCU3c7XaNba	Cartier	['6nef6002aZx63N9P9KSmCF']	['Enemy']	40	True	Solo	1	1	79	2018-08-31	218117	7	0	4	0.61	0.796	0.556	0.0	0.11	-8.8	0.254	0.383	125.98
4hACX4iRkcXDnWNosvavcJ	Mephisto	['3c96G4d2lUOxhomM2mby5S']	['Bushido']	52	True	Solo	15	1	79	2018-09-28	599786	5	0	4	0.161	0.76	0.762	0.0	0.137	-6.076	0.319	0.796	85.678
7hv3kNKnWab3ahaSpuya8c	Super Soaker	['7FqkRutc4zWMrnEAUv3Xwd']	['Hardy Caprio']	50	True	Solo	1	1	79	2017-08-30	188015	10	0	4	0.128	0.907	0.431	0.0	0.0791	-8.566	0.286	0.67	104.923
6klLvorLoo1sxvZcjJIY8I	Make No Sense	['7wlFDEWiM5OoIAt8RSli8b']	['YoungBoy Never Broke Again']	82	True	Solo	6	1	79	2019-10-11	148629	10	0	4	0.0208	0.876	0.733	0.0	0.0999	-4.478	0.333	0.962	154.904
5NH1hgZbrQGXMMZKcBQV3l	O Mar Parou	['1sDVuztNhGcetCLChkleDA']	['Michel Teló']	0	False	Solo	1	1	0	2016-12-29	165555	11	1	4	0.71	0.777	0.821	0.00181	0.335	-2.477	0.0398	0.904	97.006
5Xc74Dn1ZKH6H8XaVGOHXG	On My Mind	['5EehXjjMktLuJmbRsM7YfB']	['Disciples']	62	False	Solo	1	1	79	2017-02-17	185845	0	0	4	0.0435	0.741	0.893	3.19e-05	0.0371	-2.549	0.0384	0.733	122.056
51YPOqWSkItMD6R0qEJ7WI	Rollerblades (feat. KC Rebell)	['3drqpTL4sQOckmAfF9i1wg', '5p7mWeX4RlvqBCxylfiXdE']	['Summer Cem', 'KC Rebell']	63	True	Collaboration	2	2	79	2019-11-08	157333	4	0	4	0.0925	0.85	0.675	1.19e-06	0.13	-5.607	0.218	0.701	155.893
5uMVjsPAVOc8v3iTgVkkrz	Church	['4UXqAaa6dQYAk18Lv7PEgX']	['Fall Out Boy']	0	False	Solo	7	1	0	2018-01-19	211840	6	0	4	0.00165	0.369	0.881	0.0	0.29	-3.343	0.0506	0.343	168.004
3uwyKVQRaK5QheFRzUK1wK	G für Sie 2	['1yIifIA91WgmfzBcjbQB8i']	['Kurdo']	40	True	Solo	10	1	3	2019-02-01	189800	0	1	4	0.148	0.634	0.591	0.000171	0.343	-9.215	0.211	0.394	89.577
4VDURZ7Vt7Wd0ED5TzUcNO	Hatsukoi	['7lbSsjYACZHn1MSDXPxNF2']	['Hikaru Utada']	33	False	Solo	3	1	59	2018-06-27	280880	7	1	4	0.792	0.429	0.322	0.0	0.137	-9.316	0.0286	0.43	92.813
7nXqw84iR5ShlcUgxj23OS	Misère	['1kwzW1IszUiq4Gs9BFesvW']	['Hornet La Frappe']	31	True	Solo	13	1	79	2017-04-05	178320	7	0	4	0.527	0.859	0.572	0.0	0.114	-7.246	0.315	0.234	127.962
2wRkBumdItthjYP9XknImg	Está Rico	['4wLXwxDeWQ8mtUIRPxGiD6', '41qil2VaGbD194gaEcmmyx', '4q3ewBCX7sLwd24euuV69X']	['Marc Anthony', 'Will Smith', 'Bad Bunny']	70	False	Collaboration	1	3	79	2018-09-28	215151	11	0	4	0.266	0.817	0.74	0.0	0.0992	-4.566	0.283	0.674	130.04
4DixkYsZqImKOmjaIaYnCi	King Of The North	['4Dokdwa3WB7ilQ2c2qvIBL']	['Bugzy Malone']	49	True	Solo	1	1	79	2017-07-14	207917	1	0	4	0.0778	0.467	0.772	4.37e-05	0.114	-5.654	0.239	0.376	139.886
53ZAg2M8u0E9Bp0NOmOa3Y	Blue Crystal	['5gs4Sm2WQUkcGeikMcVHbh']	['Hamza']	39	True	Solo	12	1	79	2019-03-01	204800	4	0	4	0.0721	0.782	0.555	0.0	0.116	-7.56	0.0791	0.177	149.977
0uIfrUwwg0Z7KTitul7E3T	YO LE LLEGO	['1vyhD5VmyZ7KMfW5gqLgo5', '4q3ewBCX7sLwd24euuV69X']	['J Balvin', 'Bad Bunny']	72	False	Collaboration	2	2	79	2019-06-28	249600	9	0	4	0.0104	0.785	0.792	0.0	0.104	-4.695	0.0641	0.528	155.036
1X1BrTxo2C77VnyEkBJm21	LUV ME	['7n2Ycct7Beij7Dj7meI4X0']	['TWICE']	48	False	Solo	2	1	79	2017-10-18	209226	6	1	4	0.0524	0.73	0.917	0.0	0.35	-3.715	0.0426	0.668	141.957
5e9TFTbltYBg2xThimr0rU	The Chain - 2004 Remaster	['08GQAI4eElDnROBrJRGE0X']	['Fleetwood Mac']	79	False	Solo	7	1	77	1977-02-04	270213	9	1	4	0.009	0.545	0.67	0.000822	0.0451	-8.81	0.0496	0.481	151.553
6uCGAyoYFg9WeqEBkjKMwa	Tresi	['2NJWI8byqTSqDaJRnqJY2z', '3CJKkU0XuElRT1z8rEtIYg']	['KALIM', 'Luciano']	0	True	Collaboration	3	2	0	2017-09-22	153680	11	0	4	0.198	0.788	0.767	0.0	0.728	-5.688	0.406	0.502	139.918
1mKnXWjyN6MUYpz84F4u7A	iD (feat. Gentleman)	['4OGiMt96TFUKkKWf7Imlno', '5tlNJfV9UIpgnbWmvUEFu7']	['Michael Patrick Kelly', 'Gentleman']	61	False	Collaboration	2	2	79	2017-11-24	198733	5	0	4	0.231	0.789	0.727	0.0	0.176	-5.464	0.0467	0.871	97.461
0pxNyJJiL2zZZ5GgJ4JhsQ	6 Inch (feat. The Weeknd)	['6vWDO969PvNqNYHIOW5v0m', '1Xyo4u8uXC1ZmMpatF05PJ']	['Beyoncé', 'The Weeknd']	66	True	Collaboration	5	2	79	2016-04-23	260440	6	1	4	0.0433	0.516	0.637	3.89e-06	0.11	-8.832	0.0632	0.324	138.011
4yN6xPLopmTLvc27pO9LIE	Si Tú La Ves (feat. Wisin)	['1SupJlEpv7RS2tPNRaHViT', '3E6xrwgnVfYCrCs0ePERDz']	['Nicky Jam', 'Wisin']	68	False	Collaboration	7	2	78	2017-01-20	221026	5	0	4	0.204	0.685	0.731	0.0	0.0722	-5.119	0.093	0.786	177.912
19kF4PkH9RmZlMSEOhSgdQ	lovin'	['4QvgGvpgzgyUOo8Yp8LDm9']	['Mrs. GREEN APPLE']	59	False	Solo	10	1	79	2019-10-01	155906	11	0	4	0.037	0.44	0.94	0.0	0.31	-2.057	0.0711	0.858	123.413
0Zl4G9qcdXV5hVhdOirNHG	Goddamn (feat. A Boogie wit da Hoodie)	['5LHRHt1k9lMyONurDHEdrp', '31W5EY0aAly4Qieq6OFu6I']	['Tyga', 'A Boogie Wit da Hoodie']	68	True	Collaboration	1	2	79	2019-04-15	211039	0	0	4	0.0667	0.951	0.573	0.0	0.119	-6.002	0.227	0.42	105.052
7upOqYZUQvA0nyVroaHeSg	Blue Christmas	['43ZHCT0cAZBISjO8DG9PnE', '3P33qFNGBVXl86yQYWspFj']	['Elvis Presley', 'Martina McBride']	12	False	Collaboration	9	2	78	2013-09-27	148546	4	1	4	0.808	0.461	0.608	3.73e-05	0.318	-8.906	0.0286	0.668	95.019
6A569zyv8nT8xyFYYGqC6C	Era uma Vez	['74WDLxBsm1TLxV6WVwD994']	['Kell Smith']	0	False	Solo	2	1	0	2017-03-08	224000	3	1	4	0.485	0.68	0.449	0.0	0.129	-6.983	0.0324	0.145	94.842
3TsBzYxkYRHoEll9u77pGr	It's Only Christmas	['3nlHsNqwCSvT988ZfSW1Yh']	['Ronan Keating']	31	False	Solo	6	1	77	2009-01-01	204120	7	1	4	0.28	0.444	0.526	3.87e-06	0.116	-6.919	0.0277	0.246	138.08
1j0ejJFJZtnIoKE05pvyxO	Je pilote	['3IW7ScrzXmPvZhB27hmfgy']	['Jul']	41	True	Solo	3	1	79	2018-06-29	217173	11	0	4	0.0464	0.951	0.731	0.0	0.103	-5.98	0.0926	0.964	134.041
07pMhv1V3S0E6Hmezmvg19	Fratello	['2eh8cEKZk4VeruUrGq748D']	"[""Rim'K""]"	0	True	Solo	2	1	0	2018-09-21	203386	5	0	4	0.754	0.728	0.551	0.0	0.112	-6.42	0.175	0.304	73.028
7mWFF4gPADjTQjC97CgFVt	Baila Baila Baila - Remix	['1i8SpTcr7yvPOmcqrbnVXY', '4VMYDCV2IEDYJArk749S6m', '1vyhD5VmyZ7KMfW5gqLgo5', '329e4yvIujISKGKz1BZZbO', '2R21vXR83lH98kGeO99Y66']	['Ozuna', 'Daddy Yankee', 'J Balvin', 'Farruko', 'Anuel AA']	78	False	Collaboration	1	5	79	2019-04-25	235284	2	1	4	0.0598	0.785	0.572	0.0	0.218	-7.504	0.123	0.49	100.016
4WstRtdgYjwPvpCekgYAhs	Bang	['02kJSzxNuaWGqwubyUba0Z', '5LHRHt1k9lMyONurDHEdrp']	['G-Eazy', 'Tyga']	4	True	Collaboration	1	2	0	2019-06-28	193979	1	1	4	0.0234	0.929	0.606	0.0	0.0925	-7.356	0.242	0.207	103.019
